"(Normailized Bias Current,On-chip Detection Efficiency) pairs. Each line is a different device"
"(0.5015581121, 0.166670076)","(0.5078487331, 0.181097983)","(0.5127021495999999, 0.194696359)","(0.5187133142, 0.210284512)","(0.5228743632, 0.224889331)","(0.5296406305, 0.241741715)","(0.5350666475, 0.258491422)","(0.5407173703, 0.275351259)","(0.5455263020000001, 0.291487844)","(0.5506146901000001, 0.309246572)","(0.5556175302, 0.32913531)","(0.5622434989, 0.346302916)","(0.5666691761, 0.365325305)","(0.5718739093, 0.384383703)","(0.5777356502000001, 0.402087391)","(0.5843433687, 0.422115466)","(0.5905039569, 0.441001251)","(0.595980162, 0.458078889)","(0.5988557114999999, 0.477879422)","(0.6048668761, 0.497866868)","(0.6106328034, 0.516764083)","(0.6165242009, 0.536667446)","(0.6213719143, 0.553628292)","(0.6279773515, 0.571940314)","(0.6331444436, 0.59003232)","(0.6377104193, 0.606480703)","(0.6431238893, 0.623070804)","(0.6504159908, 0.641323265)","(0.6555100821000001, 0.657918498)","(0.6605653917, 0.67326166)","(0.6651268048, 0.68966628)","(0.6706121349999999, 0.70340183)","(0.6759674325, 0.717471949)","(0.6830713287000001, 0.730597067)","(0.6884790955, 0.745176414)","(0.6919683085, 0.757313303)","(0.7000816697000001, 0.770103262)","(0.7033587239000001, 0.780443887)","(0.7090368221, 0.793363065)","(0.7161612498, 0.805338922)","(0.7215211098000001, 0.813622886)","(0.7257882381999999, 0.822300693)","(0.7327472733000001, 0.831885847)","(0.7366995855, 0.842155532)","(0.7418176302, 0.848048752)","(0.7490287464, 0.855721766)","(0.7544661698, 0.86418324)","(0.7602697382, 0.870176813)","(0.7658235067, 0.87726954)","(0.7692830630999999, 0.881991421)","(0.776788464, 0.887983158)","(0.7814810506000001, 0.894161594)","(0.7859226966999999, 0.899100213)","(0.7918095316, 0.902415969)","(0.7974579732, 0.910194653)","(0.8043109289, 0.913726865)","(0.8094380986999999, 0.915867213)","(0.8127345438000001, 0.920342762)","(0.8185917222000001, 0.923986026)","(0.8241203967, 0.92647246)","(0.8312299960999999, 0.927802261)","(0.8365122927, 0.933282096)","(0.8426694589, 0.933891451)","(0.8483669479, 0.937103464)","(0.8539104507999999, 0.941233333)","(0.8573996637000001, 0.94111577)","(0.8644887316000001, 0.945702156)","(0.869011363, 0.949950907)","(0.8736184016999999, 0.953294028)","(0.8805283894, 0.955319482)","(0.8854388378, 0.956436535)","(0.8917602561, 0.961480258)","(0.8956064888999999, 0.963522173)","(0.9013153842, 0.969750064)","(0.9079698689, 0.974883643)","(0.9134437928, 0.974830188)","(0.9196591316, 0.985617747)","(0.9240768242999999, 0.983163562)","(0.9282720925, 0.989892841)","(0.9354056452, 0.996473677)","(0.9397971032, 1.006420149)","(0.944495393, 1.034257467)","(0.9506525593, 1.022571668)","(0.9558230733, 1.074717316)","(0.9613768417999999, 1.071493359)","(0.967026424, 1.105219917)","(0.9746276386, 1.137165705)","(0.9776434866, 1.130619886)","(0.9850279799, 1.147324176)","(0.9889369478000001, -0.683333002)","(0.22229560330000003, 0)","(0.22256593460000001, 0)","(0.21867635750000003, 0)","(0.2224883712, 0)","(0.2201557656, 0)","(0.2144035259, 0)","(0.2205264731, 0)","(0.2257072529, 0)","(0.2277273235, 0)","(0.22704065920000002, 0)","(0.22842425360000002, 0)"
"(0.5013105191, 0.171384271)","(0.50556033, 0.18594015)","(0.5110445791, 0.201567371)","(0.5179550759, 0.218777224)","(0.5217826917, 0.234169257)","(0.5277384277, 0.253161696)","(0.533859184, 0.27075076)","(0.5397613419, 0.288607619)","(0.545604564, 0.307876123)","(0.5509570111000001, 0.326554653)","(0.5560737148, 0.346462207)","(0.5622384052, 0.365467195)","(0.5675104852, 0.386095809)","(0.5716413528000001, 0.407253714)","(0.5786332883, 0.42608663)","(0.5824651903, 0.445759039)","(0.5898525318, 0.465560366)","(0.5931390093000001, 0.487132703)","(0.5986371887, 0.505429684)","(0.6053880229, 0.526850736)","(0.6110490796, 0.546217915)","(0.6168569402, 0.565599876)","(0.620701701, 0.584914574)","(0.625964137, 0.601995526)","(0.6317291351000001, 0.619611556)","(0.6369144187, 0.638490865)","(0.6424586753, 0.656175957)","(0.6500678298, 0.67142497)","(0.653540759, 0.687547542)","(0.6603741033999999, 0.704927968)","(0.6659890829, 0.719091003)","(0.6713554603999999, 0.735078324)","(0.6768622123, 0.748568595)","(0.6826111369000001, 0.760438464)","(0.6878360683, 0.772777303)","(0.6918587083, 0.785826182)","(0.6975883448000001, 0.797220063)","(0.7044302617, 0.808948596)","(0.7086339955, 0.817309268)","(0.7140603803000001, 0.827462646)","(0.7190302801999999, 0.836163372)","(0.7265762126, 0.846295867)","(0.7302270209, 0.854429839)","(0.7357744921, 0.863283125)","(0.7412233797000001, 0.869354414)","(0.7482688932000001, 0.87442932)","(0.7527501612999999, 0.883400807)","(0.7579172283, 0.888319882)","(0.7641826454, 0.891647986)","(0.7703526936, 0.897731189)","(0.7761637688, 0.902344469)","(0.7811583146, 0.906335201)","(0.785057725, 0.912154528)","(0.7909598829, 0.915288483)","(0.7974299681, 0.917203147)","(0.8028820704, 0.921080874)","(0.8070086517999999, 0.921328312)","(0.8131701275000001, 0.926187131)","(0.8198888148000001, 0.927147959)","(0.8234121073999999, 0.929723287)","(0.8303954702999999, 0.931749046)","(0.8364519330000001, 0.936020878)","(0.8398380657, 0.937509002)","(0.8474622221, 0.93655169)","(0.8523056778, 0.940462855)","(0.8581767604, 0.941510776)","(0.8622754812, 0.943706872)","(0.8677007945, 0.945323304)","(0.8731807573000001, 0.948551343)","(0.8799283769, 0.948202489)","(0.8838460038, 0.950824516)","(0.8908368677, 0.950100295)","(0.8970037012000001, 0.955167138)","(0.9007252325, 0.959576779)","(0.9066498932, 0.96259176)","(0.9124213206, 0.96455961)","(0.9185913687999999, 0.971633294)","(0.9243027888, 0.972222767)","(0.9294055623, 0.977953017)","(0.9354523809, 0.98083488)","(0.9384859701000001, 0.991174012)","(0.9462001376000001, 1.004818134)","(0.9511839677, 1.022462516)","(0.9562460218, 1.02610527)","(0.9607005008, 1.051846038)","(0.9660036562000001, 1.064186762)","(0.9733717095000001, 1.097483225)","(0.9789931184, 1.16352874)","(0.9827296516, 1.215690438)","(0.22516818149999998, -0.724853241)","(0.2137496276, 0)","(0.2102177626, 0)","(0.21453186720000003, 0)","(0.2145265093, 0)","(0.2135824641, 0)","(0.2107631872, 0)","(0.212052275, 0)","(0.2130456121, 0)","(0.2107546147, 0)","(0.21929388419999998, 0)","(0.2113718338, 0)"
"(0.5015279996, 0.055257742)","(0.5058045939, 0.060435948)","(0.5128600724000001, 0.066743545)","(0.5175336501000001, 0.073186845)","(0.5217496658999999, 0.080509617)","(0.5289147014000001, 0.087809088)","(0.5346206939, 0.094970149)","(0.5399838371, 0.103282043)","(0.5457452526000001, 0.112342521)","(0.5495410846000001, 0.121396903)","(0.5559675762, 0.130722776)","(0.5601951921, 0.141614925)","(0.5675509859000001, 0.151936244)","(0.5713738849, 0.163831063)","(0.5768620521, 0.174330034)","(0.5821091936, 0.188072591)","(0.5875702938, 0.200091089)","(0.5951026679, 0.212449909)","(0.5996228657, 0.226492304)","(0.605040143, 0.240006918)","(0.6100539923, 0.253773173)","(0.6151593541, 0.26847615)","(0.6218771388, 0.282592088)","(0.6265133383, 0.297160119)","(0.6312590949, 0.313490369)","(0.6375876296, 0.328074599)","(0.64275357, 0.34505004)","(0.6496182901, 0.358618046)","(0.6534141219999999, 0.37549978)","(0.6612455226999999, 0.392088488)","(0.6637240914, 0.408573449)","(0.669566708, 0.423371502)","(0.6753075011, 0.43852747)","(0.6805056641, 0.455242241)","(0.6864088594000001, 0.470266348)","(0.6910115473, 0.48646893)","(0.6976906648000001, 0.502848586)","(0.7044471167999999, 0.516642899)","(0.7078975216000001, 0.530845511)","(0.7159312806, 0.5476997)","(0.7206216141999999, 0.560618873)","(0.7266446779000001, 0.578174576)","(0.7315708815, 0.590938072)","(0.7372949187000001, 0.603882152)","(0.7416024469, 0.619203065)","(0.7479438707, 0.629585771)","(0.7519949062000001, 0.642796136)","(0.7582577067, 0.654895824)","(0.7645282406, 0.668878418)","(0.7703064119, 0.680108817)","(0.775629599, 0.691186286)","(0.7813214135, 0.702086421)","(0.7847718183000001, 0.714395327)","(0.7921057007000001, 0.722845)","(0.7958138869, 0.732636422)","(0.8039017801, 0.741555975)","(0.8065891517999999, 0.753423886)","(0.8144141079000001, 0.759837713)","(0.8196896053, 0.768877506)","(0.82507466, 0.777195673)","(0.8286062659, 0.783929863)","(0.8366890034, 0.789330095)","(0.839447265, 0.799723107)","(0.846523366, 0.804685414)","(0.8505769793000001, 0.812884772)","(0.8575602790000001, 0.820783613)","(0.8613677111, 0.827346967)","(0.8673637076999999, 0.834697544)","(0.8740918037000001, 0.841361202)","(0.880121312, 0.88337546)","(0.885499922, 0.857188982)","(0.888683523, 0.878920706)","(0.8964917233, 0.85271755)","(0.900025907, 0.881122131)","(0.907462902, 0.87839084)","(0.9126030642, 0.883824895)","(0.9169273482, 0.845733446)","(0.9212632322000001, 0.8894157)","(0.9277013241000001, 0.944835823)","(0.9343147073, 0.953200505)","(0.9401586129, 0.969756014)","(0.9457550483, 1.033614997)","(0.9495508803, 0.996622858)","(0.9559193711, 1.077899499)","(0.9624167527, 1.054770919)","(0.9658362237, 1.115473444)","(0.971531905, 1.137492763)","(0.9770690506, -0.099246336)","(0.9824592609, -0.195801787)","(0.2437916559, -0.711000499)","(0.2453435002, -0.07796465)","(0.24481762610000002, 0)","(0.24683992159999998, 0)","(0.2449001161, 0)","(0.2448898049, 0)","(0.2452068761, 0)","(0.24640813760000002, 0)","(0.24728717240000003, 0)","(0.2496458727, 0)","(0.24899110780000003, 0)","(0.2514426095, 0)"
"(0.5012195700000001, 0.023871757)","(0.5082309125, 0.026526975)","(0.5140897241, 0.029235197)","(0.5181919756, 0.032582701)","(0.5224946673, 0.035997081)","(0.528744879, 0.039660062)","(0.5335473167, 0.043840547)","(0.5410177755000001, 0.048128303)","(0.5444496360000001, 0.053102869)","(0.552403589, 0.057721859)","(0.5557663789, 0.063271714)","(0.5612798375, 0.069139082)","(0.5672131370000001, 0.075393888)","(0.5747811072, 0.081948169)","(0.5783037075, 0.089189996)","(0.5839444727, 0.097098637)","(0.5905441002, 0.105544316)","(0.5939922126, 0.11318846)","(0.6009128153000001, 0.12160491)","(0.6073282546000001, 0.131753192)","(0.6113668529, 0.14115509)","(0.6177091586000001, 0.151735606)","(0.6234799391, 0.162331609)","(0.6292764517, 0.172891537)","(0.6351000508, 0.185187329)","(0.6388583037000001, 0.196269466)","(0.6440237007, 0.208967869)","(0.6519830709, 0.222524594)","(0.6563656679000001, 0.236259602)","(0.6604002031, 0.249911411)","(0.6660694092, 0.262827785)","(0.6715720331999999, 0.276759819)","(0.6779075673, 0.292482657)","(0.6836350093, 0.306616642)","(0.6893096326, 0.322987594)","(0.6934565769, 0.337339612)","(0.7006074149, 0.353229294)","(0.703716946, 0.368621952)","(0.7094796005, 0.386288521)","(0.7159559844000001, 0.40086678)","(0.7225203995, 0.417968618)","(0.7258655831999999, 0.43469473)","(0.7332114439999999, 0.451618556)","(0.7368153039, 0.46746597)","(0.7446067378, 0.483394051)","(0.7500240393000001, 0.499057708)","(0.7560954798999999, 0.517078001)","(0.7601977315, 0.532018633)","(0.7664696123, 0.549184565)","(0.7703998646, 0.562385621)","(0.7756722533, 0.580924268)","(0.7832023024, 0.595046492)","(0.7883433215, 0.61006727)","(0.7941168106000001, 0.624874286)","(0.7985332656, 0.642029789)","(0.8024702895, 0.654192815)","(0.8087828001, 0.670293722)","(0.8149747757, 0.684058631)","(0.8215608600000001, 0.696378438)","(0.8251538852, 0.709092059)","(0.8322342983000001, 0.722289199)","(0.8377721348, 0.734817395)","(0.8429307600999999, 0.745993295)","(0.8489263586, 0.756900457)","(0.8528972405999999, 0.770158292)","(0.8574139157, 0.781430178)","(0.8656766548, 0.792827731)","(0.8695500253999999, 0.802065664)","(0.8762403928000001, 0.812277674)","(0.8817673946, 0.823987923)","(0.8856854579000001, 0.833576003)","(0.8931328932, 0.840828255)","(0.8964103606, 0.860530167)","(0.9039837481, 0.866220109)","(0.9087414931000001, 0.891791504)","(0.9146802099, 0.911526338)","(0.918588793, 0.916473614)","(0.9239979685, 0.951022346)","(0.9289222956000001, 0.964808151)","(0.9371498222, 0.987514405)","(0.9420389369000001, 0.993483473)","(0.9454640257, 1.016997052)","(0.9540897241, 1.000562484)","(0.9586294227000001, 1.013038514)","(0.9622847469, 1.086730939)","(0.9676018283000001, 1.132454002)","(0.9755801591, 1.157822582)","(0.9786775013000001, 1.118856106)","(0.9864526832999999, -0.660743978)","(0.2741303538, -0.777998103)","(0.27554833250000005, 0)","(0.2744581006, 0)","(0.2759966142, 0)","(0.2770069409, 0)","(0.2750959878, 0)","(0.277843914, 0)","(0.2762376841, 0)","(0.27778567800000004, 0)","(0.2781946843, 0)","(0.27405180290000003, 0)","(0.2762485187, 0)"
"(0.5021924598999999, 0.009152541)","(0.5085793670000001, 0.010147431)","(0.5137991237, 0.011021138)","(0.5169860931, 0.012127165)","(0.5247962755, 0.013448459)","(0.5301732732, 0.014744228)","(0.5350980001, 0.016136611)","(0.5421300822, 0.017708603)","(0.5463415504000001, 0.019141427)","(0.5501185793, 0.020858401)","(0.5563060982, 0.022985918)","(0.5639574185, 0.025418004)","(0.5662852354000001, 0.027218446)","(0.5724808594999999, 0.02989653)","(0.5773456079, 0.032520719)","(0.5838686826, 0.034918636)","(0.5884967587, 0.037768286)","(0.5933258441, 0.040842074)","(0.599014082, 0.044513785)","(0.6058889229, 0.047822293)","(0.6127978058, 0.051275709)","(0.6178943631, 0.055533648)","(0.6236150219000001, 0.059464296)","(0.6269251905000001, 0.064182585)","(0.6321935784, 0.069217139)","(0.6404560317000001, 0.074499378)","(0.6431761408, 0.079565679)","(0.6485936646, 0.085023224)","(0.6557570511, 0.091218356)","(0.6620142749, 0.097669996)","(0.6680105108, 0.104591128)","(0.6730179109, 0.111377737)","(0.6767122666000001, 0.119046599)","(0.6850298353, 0.126022797)","(0.6900096776, 0.133627214)","(0.6948728049, 0.142399498)","(0.7004086648000001, 0.150951165)","(0.7037463912, 0.159945668)","(0.7097361429, 0.168778815)","(0.7169676131999999, 0.178704483)","(0.7195353444, 0.188336907)","(0.7280247436, 0.197954372)","(0.7316996468000001, 0.2086686)","(0.7366730049, 0.219520197)","(0.7446939229, 0.230380187)","(0.7478663029000001, 0.241232888)","(0.7553684873000001, 0.251775837)","(0.7606774011999999, 0.264527168)","(0.7665634063000001, 0.276346946)","(0.7698865431999999, 0.287747743)","(0.7751419627999999, 0.301034736)","(0.7831093862999999, 0.313779007)","(0.7887133300000001, 0.324296819)","(0.7933430271999999, 0.337273222)","(0.8003264779, 0.349324552)","(0.8045995458, 0.363825061)","(0.8110075265000001, 0.375797539)","(0.8139870025000001, 0.389372855)","(0.8206770446, 0.401965534)","(0.8250457539, 0.415788933)","(0.8327797473, 0.428296337)","(0.8378552311999999, 0.442184232)","(0.8437752781000001, 0.455051295)","(0.8486513738, 0.467840328)","(0.8513293358, 0.481083886)","(0.8600116391, 0.493027779)","(0.8630478516, 0.507611855)","(0.8711854845000001, 0.519686561)","(0.8761296639, 0.532696857)","(0.8797040625, 0.545024284)","(0.8845169375, 0.556336182)","(0.8921001739000001, 0.571256063)","(0.8979780737999999, 0.582300094)","(0.9036873851999999, 0.599364156)","(0.9066474087, 0.612998071)","(0.9143116973, 0.625510168)","(0.9176024133999999, 0.639059001)","(0.9256589943, 0.648599522)","(0.9310149185000001, 0.660812008)","(0.9346217378999999, 0.668208345)","(0.9415727678000001, 0.681342204)","(0.9458377304, 0.688981883)","(0.9527401290999999, 0.701194934)","(0.9563728851000001, 0.714294262)","(0.9621356910000001, 0.729798488)","(0.9670377233, 0.739234744)","(0.9736596815999999, 0.761742517)","(0.9780348751, 0.770741323)","(0.9860428247, 0.780801518)","(0.9921492915000001, 0.784348561)","(0.9949034426000001, 0.78655157)","(1.0001150939999999, 0.813741031)","(1.0058163, 0.81136185)","(1.0135973040000001, 0.783198731)","(1.019078048, 0.793967868)","(1.024498814, 0.860280628)","(1.028013234, 0.867793938)","(1.034779465, 0.869092379)","(1.039600445, 0.9411286)","(1.044448983, 0.879662281)","(1.051552391, 1.012990823)"
"(0.5017434277, 0.08500184)","(0.5073901234, 0.092780649)","(0.5118067272, 0.10211735)","(0.5171303443, 0.110305136)","(0.5221643872, 0.120361544)","(0.5286127963, 0.130516314)","(0.5349403501, 0.141189479)","(0.5404805495, 0.151804576)","(0.5459369877000001, 0.163344083)","(0.5518577018, 0.175736901)","(0.5569276424, 0.188609217)","(0.5603953525, 0.201246415)","(0.5661700829, 0.216449568)","(0.5720704551, 0.229298831)","(0.5795754508000001, 0.24456157)","(0.5844982111, 0.259351794)","(0.5906474734, 0.274712505)","(0.5956456187, 0.29005531)","(0.6010302617, 0.306237498)","(0.6046391691, 0.321428073)","(0.6114489476, 0.339777335)","(0.6171925668, 0.354362898)","(0.6211879719000001, 0.373854838)","(0.6270225317, 0.389187361)","(0.6321738402, 0.406780693)","(0.6387143866, 0.42402421)","(0.6455684388, 0.439149897)","(0.6489906786, 0.457958799)","(0.6543597659, 0.474730866)","(0.6598353496, 0.492066759)","(0.6673642771, 0.508920313)","(0.6706082253, 0.523611645)","(0.6761759462000001, 0.53906418)","(0.6819542663999999, 0.557134493)","(0.6885354968, 0.57315251)","(0.6925201326, 0.588781252)","(0.6999270082, 0.604728646)","(0.7052147275999999, 0.618390761)","(0.7113639899, 0.632762953)","(0.7143758002, 0.648247551)","(0.7199076235, 0.660380154)","(0.7261322708, 0.676148563)","(0.731684436, 0.688196851)","(0.7369063430999999, 0.70132776)","(0.7417991887, 0.714032145)","(0.7473094734, 0.724374963)","(0.752901126, 0.735160015)","(0.7601775736, 0.747260076)","(0.7638223786, 0.757328708)","(0.7710928432, 0.767974511)","(0.7767239832, 0.777417746)","(0.7804908401, 0.785303575)","(0.7856971916000001, 0.794961204)","(0.7917818382, 0.803702704)","(0.7968529753, 0.810844304)","(0.8041629272999999, 0.816762195)","(0.8083138888000001, 0.826850505)","(0.8136590443999999, 0.833097901)","(0.8183735985, 0.838939495)","(0.8259838938999999, 0.846221995)","(0.831498965, 0.852301801)","(0.8369338646, 0.856322062)","(0.8427026122, 0.862508673)","(0.8467853680999999, 0.865007021)","(0.8530818107, 0.871743323)","(0.8590479951000001, 0.878246824)","(0.8629823743, 0.882334156)","(0.8688994986, 0.887325525)","(0.8754232928000001, 0.892650241)","(0.8811070825999999, 0.8962092)","(0.8841847052, 0.900248941)","(0.8917543166999999, 0.907639377)","(0.8976905864, 0.911161285)","(0.9008998337, 0.917475457)","(0.9082863673, 0.922657585)","(0.9118258726, 0.929137469)","(0.9194553134000001, 0.933508937)","(0.92403226, 0.981216144)","(0.9297926314, 0.967544137)","(0.9357947135000001, 0.952332426)","(0.9413373060000001, 0.96724912)","(0.9453267282000001, 0.977074371)","(0.9519163346, 0.922143252)","(0.9564250757000001, 1.000602709)","(0.9618647617000001, 0.983455723)","(0.9670519677999999, 1.144180735)","(0.9740364481, 0.929900343)","(0.9795730576, 1.079730869)","(0.9833099999, 1.107920774)","(0.9906917471, -0.647353922)","(0.9962989554000001, -0.051194602)","(0.236555743, -0.695193425)","(0.23589642340000003, -0.107586226)","(0.2359574494, 0)","(0.231156741, 0)","(0.2328439291, 0)","(0.2339292338, 0)","(0.231075373, 0)","(0.2330162377, 0)","(0.23416376490000002, 0)","(0.23443539030000002, 0)"
"(0.4997516416, 0.137336795)","(0.5056283685999999, 0.151593155)","(0.5130442644000001, 0.165005392)","(0.5165561399, 0.178931593)","(0.5236920878, 0.195083917)","(0.5288651327, 0.210025894)","(0.534283268, 0.226596076)","(0.5381644133000001, 0.243447775)","(0.5440400511, 0.260317068)","(0.5504036914, 0.278865678)","(0.5548621611, 0.29724162)","(0.5602301891, 0.314687285)","(0.5655459311, 0.335341654)","(0.5713845329, 0.35487232)","(0.5776664764, 0.374754369)","(0.5835464712999999, 0.395964588)","(0.5888121059, 0.41379827)","(0.5929938956, 0.43455977)","(0.599675609, 0.454744951)","(0.6058006945000001, 0.474235874)","(0.610826685, 0.494761109)","(0.6165356612, 0.515683993)","(0.6206379326, 0.534077224)","(0.6259231745, 0.553069547)","(0.6312116842, 0.573305076)","(0.6364032470000001, 0.591417043)","(0.6425882435, 0.609856237)","(0.6478538781000001, 0.62909941)","(0.6540944285000001, 0.64658147)","(0.6609798394, 0.663498728)","(0.664608269, 0.680338303)","(0.6710459812, 0.69560298)","(0.675725577, 0.710292618)","(0.6830782939, 0.725207116)","(0.6875411208, 0.738783531)","(0.6940071545000001, 0.753163456)","(0.6973763327000001, 0.766259204)","(0.7040264567, 0.779139829)","(0.7084391761000001, 0.79119091)","(0.7139085082, 0.802192214)","(0.7210292061, 0.811277162)","(0.7250900844, 0.822772727)","(0.7321062103, 0.832687056)","(0.7365962694, 0.840420586)","(0.7414871878, 0.851876607)","(0.7482037585000001, 0.856429605)","(0.7524814058, 0.867087738)","(0.7591141011000001, 0.87192342)","(0.7635540528, 0.878998142)","(0.7703893562999999, 0.88430694)","(0.7740994828, 0.890772222)","(0.779393439, 0.894406376)","(0.7868561743, 0.898888912)","(0.7916011276, 0.903959128)","(0.7975911410000001, 0.908226063)","(0.8015234829000001, 0.91049529)","(0.8080712135, 0.916563635)","(0.813306348, 0.917123249)","(0.8179990153, 0.923423063)","(0.8249911767000001, 0.925102209)","(0.8292829848, 0.928738828)","(0.8361553241999999, 0.928696368)","(0.8399024866000001, 0.932071729)","(0.8464240742, 0.93461793)","(0.8514173859999999, 0.938094156)","(0.8558486234, 0.938439781)","(0.8617885293, 0.940785678)","(0.8689146736, 0.940799613)","(0.8729570339999999, 0.941858785)","(0.8799078024000001, 0.946621838)","(0.8852475088, 0.948610029)","(0.8895719956000001, 0.94911066)","(0.8949432915, 0.955231104)","(0.8999376925, 0.954825485)","(0.906201118, 0.959617424)","(0.9115037886, 0.967101755)","(0.9166180117, 0.967747263)","(0.9239282462, 0.974417915)","(0.9295206682, 0.986339068)","(0.9343854436, 0.990462185)","(0.9404092249999999, 1.000695003)","(0.9443001739000001, 1.014896173)","(0.9495973979, 1.046436001)","(0.9557028762, 1.067291621)","(0.9604805082, 1.083323818)","(0.9661524485, 1.115128823)","(0.9732088782, 1.144475932)","(0.9791901772, 1.21259241)","(0.9827445350000001, -0.456679182)","(0.22011637990000002, -0.547800621)","(0.21511326449999998, 0)","(0.21270919840000002, 0)","(0.2135893459, 0)","(0.2138355257, 0)","(0.21836697789999998, 0)","(0.2176338848, 0)","(0.2215792982, 0)","(0.2203473097, 0)","(0.21908264240000003, 0)","(0.21970571700000002, 0)","(0.2205684358, 0)"
"(0.5010438606000001, 0.08864275)","(0.5067444576, 0.097063707)","(0.5120438802, 0.106837793)","(0.5179623565, 0.117289866)","(0.5230819421999999, 0.129636881)","(0.5281127622999999, 0.139541536)","(0.5346433755000001, 0.153490406)","(0.5383553922000001, 0.165382932)","(0.5453978486, 0.178770622)","(0.5508632744, 0.193337828)","(0.5563287002, 0.208096843)","(0.5594458720000001, 0.224410859)","(0.5656928963, 0.239074281)","(0.57261892, 0.256246437)","(0.5782837802, 0.274006333)","(0.5819277817, 0.290429739)","(0.586997797, 0.308071352)","(0.59460282, 0.326661805)","(0.5987102471, 0.345260309)","(0.6041030465, 0.364866491)","(0.6093632739, 0.383911913)","(0.6144275252, 0.402545235)","(0.6200843158, 0.423034904)","(0.6271025635, 0.441928291)","(0.6318659339, 0.461384885)","(0.6386789832, 0.481372193)","(0.6428348278999999, 0.50171603)","(0.64747946, 0.520409666)","(0.6530382626, 0.53930596)","(0.6601210671, 0.557483334)","(0.6657951497000001, 0.576158848)","(0.6714231203, 0.596026479)","(0.6750175514, 0.613370216)","(0.6815965822, 0.632225385)","(0.6880787778, 0.649643625)","(0.6928213978, 0.664533653)","(0.6974568075, 0.681553174)","(0.7042168279000001, 0.697735202)","(0.7081766966, 0.714272352)","(0.7133654503, 0.727627952)","(0.7189277114, 0.743236577)","(0.7258986942, 0.755918135)","(0.7310505584000001, 0.769192424)","(0.7357678168, 0.783036074)","(0.7421716220000001, 0.793449611)","(0.7466214308000001, 0.806132039)","(0.7528004399, 0.815865984)","(0.7587246802000001, 0.827136484)","(0.7628032872999999, 0.835363239)","(0.768454314, 0.844314626)","(0.7746967271, 0.853319875)","(0.7796387816, 0.861880805)","(0.7858028043, 0.870856368)","(0.7913327869, 0.87635962)","(0.7961572558000001, 0.887109024)","(0.8011938399, 0.892333189)","(0.8067422673, 0.897840608)","(0.8138976982, 0.902307206)","(0.8176442989, 0.909125035)","(0.8234025359, 0.914297541)","(0.8292691362, 0.919481663)","(0.8364441646999999, 0.922001444)","(0.8412017712, 0.9259815)","(0.8468239778000001, 0.931627493)","(0.8519366467, 0.936518983)","(0.8577582878, 0.937591291)","(0.8620420933, 0.942701512)","(0.8685623313, 0.946400211)","(0.8748289533000001, 0.94883114)","(0.8776037434, 0.956437005)","(0.8849055799, 0.957503188)","(0.8891997607000001, 0.965629442)","(0.8959886011, 0.970055171)","(0.9015704597, 0.974215173)","(0.9053320468, 0.984061302)","(0.9105392454, 0.991445857)","(0.9177765251, 0.997266618)","(0.9221294987, 1.004898278)","(0.927095762, 1.00093463)","(0.9342131505000001, 1.003035117)","(0.9383459392000001, 1.049992791)","(0.94501143, 1.072717651)","(0.9514290688, 1.104249941)","(0.9562696769, 1.113836427)","(0.9599966799, 1.102722703)","(0.9675671189, 1.134316473)","(0.9726613430000001, 1.188221999)","(0.2289830112, -0.589657985)","(0.23250596860000003, 0)","(0.2275973453, 0)","(0.22704400119999998, 0)","(0.22912480559999998, 0)","(0.23000900340000002, 0)","(0.2305323747, 0)","(0.23191919330000002, 0)","(0.23099118910000002, 0)","(0.2331008135, 0)","(0.2341613897, 0)","(0.2345763978, 0)","(0.23394235770000002, 0)","(0.22775758459999998, 0)"
