"Wavelength (nm)","Norm SNSPD Counts (dB)"
1542.2,-21.430312672007858
1542.21,-21.339246868628496
1542.22,-21.293547396969
1542.23,-21.231968001639242
1542.24,-21.107303043225706
1542.25,-20.9657842483194
1542.26,-20.941231982467627
1542.27,-20.893163365933436
1542.2800000000002,-20.816131800574457
1542.2900000000002,-20.69692216329893
1542.3000000000002,-20.607229701199383
1542.3100000000002,-20.542141079598643
1542.3200000000002,-20.416219548130222
1542.3300000000002,-20.339234146810377
1542.3400000000001,-20.290895083969144
1542.3500000000001,-20.16536181811276
1542.3600000000001,-20.070385703192915
1542.3700000000001,-19.9993077554085
1542.38,-19.880728309324752
1542.39,-19.80510256636055
1542.4,-19.666760651682328
1542.41,-19.560790033890388
1542.42,-19.45581787600956
1542.43,-19.344152669778765
1542.44,-19.305301503074336
1542.45,-19.200895288325203
1542.46,-19.119780032210905
1542.47,-19.013715809853043
1542.48,-18.8643179426352
1542.49,-18.799853625326776
1542.5,-18.622905109179335
1542.51,-18.51085225446444
1542.52,-18.454055185107055
1542.5300000000002,-18.30508498485962
1542.5400000000002,-18.176371679401228
1542.5500000000002,-18.018290020545056
1542.5600000000002,-17.927743036092856
1542.5700000000002,-17.799950939249534
1542.5800000000002,-17.66151164753676
1542.5900000000001,-17.52632519556213
1542.6000000000001,-17.38956454717733
1542.6100000000001,-17.2674544201679
1542.6200000000001,-17.114912992058272
1542.63,-16.97152417319264
1542.64,-16.800063094834776
1542.65,-16.654417059426226
1542.66,-16.452379190328628
1542.67,-16.35403253740136
1542.68,-16.18646461175576
1542.69,-16.037187773157214
1542.7,-15.917036569411794
1542.71,-15.720620301805743
1542.72,-15.580141547517869
1542.73,-15.369800333875794
1542.74,-15.25326949740168
1542.75,-15.09320841603591
1542.76,-14.830448116624094
1542.77,-14.670368804870934
1542.7800000000002,-14.447121954103775
1542.7900000000002,-14.207365405596539
1542.8000000000002,-14.046959195848686
1542.8100000000002,-13.871193781648167
1542.8200000000002,-13.671650302010459
1542.8300000000002,-13.431398385044576
1542.8400000000001,-13.225484176860157
1542.8500000000001,-13.033126893379762
1542.8600000000001,-12.820495709045264
1542.8700000000001,-12.602057725670567
1542.88,-12.346163845117434
1542.89,-12.091533639104153
1542.9,-11.81018525923504
1542.91,-11.584334525373066
1542.92,-11.286598209199092
1542.93,-10.996571114361927
1542.94,-10.705993864572413
1542.95,-10.387011637456979
1542.96,-10.14771671639961
1542.97,-9.859078329700063
1542.98,-9.553080766562335
1542.99,-9.268905985974712
1543.,-8.928177875044174
1543.01,-8.666793811370837
1543.02,-8.341724671921419
1543.0300000000002,-8.005736196092734
1543.0400000000002,-7.668722319791371
1543.0500000000002,-7.299272424973723
1543.0600000000002,-6.970094907107425
1543.0700000000002,-6.662325509628219
1543.0800000000002,-6.396079407470097
1543.0900000000001,-6.16064846110782
1543.1000000000001,-5.975212384349579
1543.1100000000001,-5.761001699467013
1543.1200000000001,-5.5578985936316885
1543.13,-5.4435970083036045
1543.14,-5.408223586640869
1543.15,-5.36779491305079
1543.16,-5.371542069565006
1543.17,-5.449669372062738
1543.18,-5.592348751308171
1543.19,-5.802130929553729
1543.2,-6.058320862269639
1543.21,-6.386553269535618
1543.22,-6.695241290419084
1543.23,-6.999599366519017
1543.24,-7.275935988065902
1543.25,-7.616161777546346
1543.26,-7.919242460844059
1543.27,-8.249689852513862
1543.2800000000002,-8.646728903595404
1543.2900000000002,-8.992445966196668
1543.3000000000002,-9.329429527765761
1543.3100000000002,-9.693582370489235
1543.3200000000002,-10.038700792203786
1543.3300000000002,-10.365071600394307
1543.3400000000001,-10.714177755981138
1543.3500000000001,-11.107813515366427
1543.3600000000001,-11.463580263568215
1543.3700000000001,-11.774853554264247
1543.38,-12.10363179411409
1543.39,-12.453957691701216
1543.4,-12.685821005544984
1543.41,-12.960283284124694
1543.42,-13.26608574500429
1543.43,-13.575421512983791
1543.44,-13.841845462702887
1543.45,-14.059127946634252
1543.46,-14.334899171972094
1543.47,-14.546418220409851
1543.48,-14.884836446935754
1543.49,-15.16678863729273
1543.5,-15.372620402502397
1543.51,-15.656093789768356
1543.52,-15.856274781570479
1543.5300000000002,-16.0929024890534
1543.5400000000002,-16.27547354147209
1543.5500000000002,-16.538833133805962
1543.5600000000002,-16.770114565487482
1543.5700000000002,-16.966900686749472
1543.5800000000002,-17.157608176233094
1543.5900000000001,-17.387154475553587
1543.6000000000001,-17.609116830025254
1543.6100000000001,-17.78570965481198
1543.6200000000001,-17.978757918182314
1543.63,-18.190415721184966
1543.64,-18.384551335395717
1543.65,-18.59735422118227
1543.66,-18.81204877626732
1543.67,-18.95061311995289
1543.68,-19.14267417607294
1543.69,-19.30638630359105
1543.7,-19.5079022003415
1543.71,-19.628721776573606
1543.72,-19.787250733038455
1543.73,-19.99555862859389
1543.74,-20.123103888443268
1543.75,-20.33409844817386
1543.76,-20.50715722996429
1543.77,-20.68497979184921
1543.7800000000002,-20.815338085301242
1543.7900000000002,-20.957668019649944
1543.8000000000002,-21.121276182734036
1543.8100000000002,-21.305185382873116
1543.8200000000002,-21.455153395117897
1543.8300000000002,-21.57798145495018
1543.8400000000001,-21.749309461387117
1543.8500000000001,-21.872025385111662
1543.8600000000001,-22.039054934610025
1543.8700000000001,-22.188400648429692
1543.88,-22.329623106560717
1543.89,-22.499823520012953
1543.9,-22.610574722217883
1543.91,-22.71505135078021
1543.92,-22.836578577977612
1543.93,-23.07638815371838
1543.94,-23.187790367737918
1543.95,-23.384569937199227
1543.96,-23.44634918706221
1543.97,-23.597236290802147
1543.98,-23.772354745505563
1543.99,-23.845950908744847
1544.,-23.965923767327325
1544.01,-24.126457946855126
1544.02,-24.20249022679467
1544.0300000000002,-24.328583553666814
1544.0400000000002,-24.5523686063341
1544.0500000000002,-24.63432605038075
1544.0600000000002,-24.75093432435721
1544.0700000000002,-24.889426333875562
1544.0800000000002,-25.05401089460721
1544.0900000000001,-25.17121738755165
1544.1000000000001,-25.310674701913687
1544.1100000000001,-25.353835854355907
1544.1200000000001,-25.49250345120904
1544.13,-25.61771281394229
1544.14,-25.785334242340497
1544.15,-25.84589880555763
1544.16,-25.942741280569116
1544.17,-26.068987144508952
1544.18,-26.221934420946916
1544.19,-26.29879893435632
1544.2,-26.428211924170064
1544.21,-26.58725081413
1544.22,-26.65298003520769
1544.23,-26.7696057478257
1544.24,-26.886520786169488
1544.25,-26.984804408762194
1544.26,-27.137769585925366
1544.27,-27.209198596830543
1544.2800000000002,-27.330164711590093
1544.2900000000002,-27.468342320824377
1544.3000000000002,-27.577944611798117
1544.3100000000002,-27.63574211453044
1544.3200000000002,-27.691327519944377
1544.3300000000002,-27.887842394286796
1544.3400000000001,-28.044871124299775
1544.3500000000001,-28.190537626162527
1544.3600000000001,-28.262555632258234
1544.3700000000001,-28.371182768927873
1544.38,-28.422908372066075
1544.39,-28.51268098844525
1544.4,-28.657053398085985
1544.41,-28.761216963639953
1544.42,-28.909193727538543
1544.43,-28.95586099208463
1544.44,-29.078148535562928
1544.45,-29.196478288102824
1544.46,-29.299052455560023
1544.47,-29.421130803474508
1544.48,-29.506405888105522
1544.49,-29.57257611178642
1544.5,-29.745525253756668
1544.51,-29.814445251111074
1544.52,-29.975840400182143
1544.5300000000002,-30.01050776438551
1544.5400000000002,-30.101034536273534
1544.5500000000002,-30.11370440665157
1544.5600000000002,-30.338406485704652
1544.5700000000002,-30.43009060167215
1544.5800000000002,-30.45855250294578
1544.5900000000001,-30.536926291188298
1544.6000000000001,-30.64733014000645
1544.6100000000001,-30.815984685938588
1544.6200000000001,-30.900891294871855
1544.63,-30.90003373960545
1544.64,-31.06901504833711
1544.65,-31.190847080810066
1544.66,-31.267866145413503
1544.67,-31.34851297207847
1544.68,-31.458554924489277
1544.69,-31.56506679962568
1544.7,-31.57180173546341
1544.71,-31.808621284162864
1544.72,-31.854217618124665
1544.73,-31.96340082356126
1544.74,-32.03952707950925
1544.75,-32.23170424626221
1544.76,-32.263253348309426
1544.77,-32.436495559616986
1544.7800000000002,-32.448373675423284
1544.7900000000002,-32.60294101736629
1544.8000000000002,-32.67788698008982
1544.8100000000002,-32.727302958676376
1544.8200000000002,-32.957140869194376
1544.8300000000002,-32.97906384258872
1544.8400000000001,-32.965310923232764
1544.8500000000001,-33.08076134712312
1544.8600000000001,-33.218408217425626
1544.8700000000001,-33.32090864605215
1544.88,-33.35948775915095
1544.89,-33.45988457150951
1544.9,-33.53328140552541
1544.91,-33.90714827560018
1544.92,-33.820899367029504
1544.93,-34.05388308246734
1544.94,-34.00498811107684
1544.95,-34.22426567199542
1544.96,-34.16958614507187
1544.97,-34.256369068285636
1544.98,-34.251860016697286
1544.99,-34.535583470399295
1545.,-34.52841822642137
1545.01,-34.59535184632675
1545.02,-34.77543756973192
1545.0300000000002,-34.74094520126462
1545.0400000000002,-35.04842324795811
1545.0500000000002,-34.948350706608984
1545.0600000000002,-35.187651405882846
1545.0700000000002,-35.16064260021115
1545.0800000000002,-35.40051398764742
1545.0900000000001,-35.43281237515902
1545.1000000000001,-35.5825932627147
1545.1100000000001,-35.553564035330965
1545.1200000000001,-35.74449222059245
1545.13,-35.784604239504766
1545.14,-35.99995242635751
1545.15,-36.01109485541022
1545.16,-36.18431197460091
1545.17,-36.229930578859715
1545.18,-36.34726152671381
1545.19,-36.48423160348311
1545.2,-36.488971607676014
1545.21,-36.531000680447036
1545.22,-36.59135205310112
1545.23,-36.84312254040491
1545.24,-36.79484879721172
1545.25,-37.13830556518736
1545.26,-37.044375106257355
1545.27,-37.25609792277239
1545.2800000000002,-37.316013872296125
1545.2900000000002,-37.46319031916925
1545.3000000000002,-37.49252082376245
1545.3100000000002,-37.52249510693747
1545.3200000000002,-37.64606346634878
1545.3300000000002,-37.73098813517163
1545.3400000000001,-37.673684444282024
1545.3500000000001,-38.020344826803324
1545.3600000000001,-38.00379130127017
1545.3700000000001,-38.09613627055048
1545.38,-38.29156504968359
1545.39,-38.59422341556912
1545.4,-38.30306505031989
1545.41,-38.64733323919528
1545.42,-38.631416024392436
1545.43,-38.75521502823081
1545.44,-38.809625208016314
1545.45,-39.024850770491305
1545.46,-39.11221876774092
1545.47,-39.218573587303865
1545.48,-39.38097441425255
1545.49,-39.323170586192425
1545.5,-39.5619062564499
1545.51,-39.560921555189296
1545.52,-39.650484946233775
1545.5300000000002,-39.694934122719665
1545.5400000000002,-39.859435701454515
1545.5500000000002,-40.00300885965621
1545.5600000000002,-39.93273281664443
1545.5700000000002,-40.09821652089124
1545.5800000000002,-40.37239988673963
1545.5900000000001,-40.42348527923558
1545.6000000000001,-40.687898147948935
1545.6100000000001,-40.517534397744264
1545.6200000000001,-40.54668656889639
1545.63,-40.86879586445867
1545.64,-40.94544434991961
1545.65,-41.01905369606267
1545.66,-41.03153933763848
1545.67,-41.50148386333477
1545.68,-41.433230872713544
1545.69,-41.47875701963929
1545.7,-41.73996275234755
1545.71,-41.90719310800934
1545.72,-41.86348458187629
1545.73,-42.06397470141171
1545.74,-42.303763332592936
1545.75,-42.531160334658004
1545.76,-42.66859536353004
1545.77,-42.60781353045449
1545.7800000000002,-42.87973828730661
1545.7900000000002,-42.58090078462356
1545.8000000000002,-42.80629091384537
1545.8100000000002,-42.98752801257069
1545.8200000000002,-42.956695119528675
1545.8300000000002,-43.04973338599308
1545.8400000000001,-43.08518544897467
1545.8500000000001,-42.96639446311744
1545.8600000000001,-43.49737814951935
1545.8700000000001,-43.55053973570062
1545.88,-43.408241802193
1545.89,-43.32728971620906
1545.9,-43.51221905945845
1545.91,-43.52774009858784
1545.92,-43.80085652721292
1545.93,-43.91292785793178
1545.94,-44.19210846736685
1545.95,-44.21613305138056
1545.96,-44.4299229633433
1545.97,-44.4613077365425
1545.98,-44.23994637861236
1545.99,-44.644221636125195
1546.,-44.53590570715605
1546.01,-44.65776604097943
1546.02,-45.36926617058407
1546.0300000000002,-45.10485742691606
1546.0400000000002,-44.97933484034232
1546.0500000000002,-45.10964856806987
1546.0600000000002,-45.10971042689636
1546.0700000000002,-45.37804122436527
1546.0800000000002,-45.57384805274473
1546.0900000000001,-46.164994903199144
1546.1000000000001,-45.82500823055809
1546.1100000000001,-46.17806678971172
1546.1200000000001,-46.13915615503777
1546.13,-46.60790243870444
1546.14,-46.23483875863127
1546.15,-46.43735570051071
1546.1600000001001,-47.09639382826444
1546.1700000001001,-46.87644088095383
1546.18,-47.073329328950166
1546.1900000001,-47.10872867195911
1546.2000000001,-47.671858448865024
1546.2100000001,-46.9734925011441
1546.2200000001,-47.27346558426745
1546.2300000001,-47.33741519050617
1546.2400000001,-47.49719338885995
1546.2500000001,-47.362362758406256
1546.2600000001,-48.1301116486038
1546.2700000001,-47.697025127704855
1546.2800000001,-47.5234097203629
1546.2900000001,-48.06368109911594
1546.3000000001,-48.003371549595144
1546.3100000001,-48.20622437663346
1546.3200000001,-48.4136466100151
1546.3300000001002,-48.44520061351835
1546.3400000001002,-48.82903426489149
1546.3500000001002,-48.90949302977329
1546.3600000001002,-49.235040014980946
1546.3700000001002,-49.01698180740803
1546.3800000001002,-48.813509031342676
1546.3900000001001,-50.08050190358475
1546.4000000001001,-49.18048665427314
1546.4100000001001,-49.29272451060352
1546.4200000001001,-49.60772057764747
1546.4300000001,-49.950127712191055
1546.4400000001,-50.33386688484235
1546.4500000001,-50.52694926639781
1546.4600000001,-50.6000397180142
1546.4700000001,-50.41290355248152
1546.4800000001,-51.33959503177513
1546.4900000001,-50.716670680445326
1546.5000000001,-50.83245484587252
1546.5100000001,-50.88029355339563
1546.5200000001,-50.99135728847657
1546.5300000001,-51.27853476659409
1546.5400000001,-51.3406574622516
1546.5500000001,-52.81181197728828
1546.5600000001,-51.309780427979994
1546.5700000001,-51.72283098727729
1546.5800000001002,-52.14045240021336
1546.5900000001002,-52.032032139074
1546.6000000001002,-52.227988770034614
1546.6100000001002,-52.52272263837131
1546.6200000001002,-52.641591200399816
1546.6300000001002,-52.941628563083086
1546.6400000001001,-52.49000939560719
1546.6500000001001,-52.32559838435624
1546.6600000001001,-53.444831221282925
1546.6700000001001,-53.075389976068834
1546.6800000001,-53.604375286102965
1546.6900000001,-52.61380804762254
1546.7000000001,-52.94491454783446
1546.7100000001,-54.12353283267731
1546.7200000001,-54.53565620866244
1546.7300000001,-53.11894105824213
1546.7400000001,-53.16648631625884
1546.7500000001,-53.39629076072608
1546.7600000001,-54.47458364286809
1546.7700000001,-54.0130378113038
1546.7800000001,-54.60157364639699
1546.7900000001,-55.50799268985219
1546.8000000001,-56.2709099442824
1546.8100000001,-55.19234191319093
1546.8200000001,-55.342328140828585
1546.8300000001002,-55.57504581452382
1546.8400000001002,-55.19317468402313
1546.8500000001002,-55.43017607155832
1546.8600000001002,-55.585623145387764
1546.8700000001002,-56.176945039535454
1546.8800000001002,-56.370257974813725
1546.8900000001001,-55.99761206300045
1546.9000000001001,-56.99195618661364
1546.9100000001001,-56.98990761902658
1546.9200000001001,-55.910928276835314
1546.9300000001,-57.10301680916422
1546.9400000001,-57.21891187128209
1546.9500000001,-57.10592544348912
1546.9600000001,-58.843803297715674
1546.9700000001,-57.19330055720526
1546.9800000001,-56.567005331121706
1546.9900000001,-57.58731647038204
1547.0000000001,-56.66950800157821
1547.0100000001,-57.674448583088946
1547.0200000001,-58.36796889920025
1547.0300000001,-57.34194308730851
1547.0400000001,-57.991622131341096
1547.0500000001,-61.23162147702199
1547.0600000001,-58.08152062697927
1547.0700000001,-58.431647732400634
1547.0800000001002,-57.46498116224266
1547.0900000001002,-60.9545330335031
1547.1000000001002,-58.84579851459189
1547.1100000001002,-59.68422266899654
1547.1200000001002,-59.28703299701552
1547.1300000001002,-58.367671805423726
1547.1400000001001,-61.535170647872135
1547.1500000001001,-61.533223848860565
1547.1600000001001,-59.1003398933453
1547.1700000001001,-61.14647581728373
1547.1800000001,-60.86635972388948
1547.1900000001,-60.20961708934408
