"Wavelength (nm)","Norm SNSPD Counts (dB)"
1541.39,-17.341568443353744
1541.4,-17.457346488314187
1541.41,-17.53444965810086
1541.42,-17.606623387116112
1541.43,-17.685181715233593
1541.44,-17.799481429677616
1541.45,-17.888119010429516
1541.46,-18.014781117694195
1541.47,-18.175801065084652
1541.48,-18.246335917702233
1541.49,-18.37774723815596
1541.5,-18.502200028975256
1541.51,-18.607214341472705
1541.52,-18.76984098810867
1541.5300000000002,-18.898388215684424
1541.5400000000002,-19.01525650303893
1541.5500000000002,-19.17714165580555
1541.5600000000002,-19.26031759196564
1541.5700000000002,-19.420080393980403
1541.5800000000002,-19.564831399181724
1541.5900000000001,-19.70818477719635
1541.6000000000001,-19.8117492467239
1541.6100000000001,-19.96453482766682
1541.6200000000001,-20.138547292462633
1541.63,-20.30825739938397
1541.64,-20.45545513502637
1541.65,-20.566031733445776
1541.66,-20.711212304091706
1541.67,-20.876106411158517
1541.68,-20.994030857096003
1541.69,-21.203514729932984
1541.7,-21.300682502484356
1541.71,-21.380038798452805
1541.72,-21.49555483350425
1541.73,-21.5335901426867
1541.74,-21.662617607339527
1541.75,-21.70125585598988
1541.76,-21.849016163259254
1541.77,-21.89127684295375
1541.7800000000002,-21.91507333984955
1541.7900000000002,-21.97900434352257
1541.8000000000002,-22.03425364894731
1541.8100000000002,-22.090756255223596
1541.8200000000002,-22.14188608623018
1541.8300000000002,-22.150835733778678
1541.8400000000001,-22.194160252748958
1541.8500000000001,-22.22509639335097
1541.8600000000001,-22.24390721291922
1541.8700000000001,-22.248449782233436
1541.88,-22.208015519578126
1541.89,-22.23062256577893
1541.9,-22.25709967296597
1541.91,-22.26609781126692
1541.92,-22.313101272987804
1541.93,-22.36333794551818
1541.94,-22.346105103768906
1541.95,-22.355401550392116
1541.96,-22.418941864172425
1541.97,-22.433421254682152
1541.98,-22.48866080035842
1541.99,-22.56119709466613
1542.,-22.613581789253917
1542.01,-22.69458434412501
1542.02,-22.6988878173786
1542.0300000000002,-22.82540317091362
1542.0400000000002,-22.937699113295636
1542.0500000000002,-22.98944529396973
1542.0600000000002,-23.136815484641687
1542.0700000000002,-23.221045159398447
1542.0800000000002,-23.313377216374835
1542.0900000000001,-23.421043066926934
1542.1000000000001,-23.544341775522728
1542.1100000000001,-23.665813207364312
1542.1200000000001,-23.792574626015774
1542.13,-23.88430494667037
1542.14,-24.00480083334214
1542.15,-24.163291032973987
1542.16,-24.267136756886902
1542.17,-24.427589576034222
1542.18,-24.47232849992542
1542.19,-24.57692400731616
1542.2,-24.725356712138634
1542.21,-24.788161752620805
1542.22,-24.900572502884415
1542.23,-24.983232100053193
1542.24,-25.042257975144633
1542.25,-25.088191819278748
1542.26,-25.147221535502066
1542.27,-25.199732601881614
1542.2800000000002,-25.27013664026846
1542.2900000000002,-25.32070894610203
1542.3000000000002,-25.350396356998004
1542.3100000000002,-25.392803590494903
1542.3200000000002,-25.382825401680233
1542.3300000000002,-25.4379850567399
1542.3400000000001,-25.49545122578303
1542.3500000000001,-25.53662319129303
1542.3600000000001,-25.53094344014374
1542.3700000000001,-25.587910894359595
1542.38,-25.580138738310453
1542.39,-25.674996591229124
1542.4,-25.64285489472496
1542.41,-25.71527997009513
1542.42,-25.726522785477457
1542.43,-25.75888983403082
1542.44,-25.869624073332606
1542.45,-25.926569578252128
1542.46,-26.00093420213002
1542.47,-26.062124749287815
1542.48,-26.138768158473038
1542.49,-26.23175975527652
1542.5,-26.303737815689942
1542.51,-26.43901723320582
1542.52,-26.5355330821529
1542.5300000000002,-26.547254804516903
1542.5400000000002,-26.63491399896881
1542.5500000000002,-26.658902616061123
1542.5600000000002,-26.73770945228454
1542.5700000000002,-26.80318477083421
1542.5800000000002,-26.90172379259351
1542.5900000000001,-26.91360796855733
1542.6000000000001,-26.961101265482807
1542.6100000000001,-26.942878226580085
1542.6200000000001,-26.98303005815648
1542.63,-26.989522221466196
1542.64,-26.922948491472
1542.65,-26.924057481772632
1542.66,-26.865936370385015
1542.67,-26.783166424040186
1542.68,-26.810661830697452
1542.69,-26.74205246815408
1542.7,-26.67747487948163
1542.71,-26.552829443639823
1542.72,-26.53717645288594
1542.73,-26.433988479665246
1542.74,-26.381837421683045
1542.75,-26.343898594331286
1542.76,-26.280194873854654
1542.77,-26.209177846443943
1542.7800000000002,-26.16103241225447
1542.7900000000002,-26.18903237225219
1542.8000000000002,-26.17715565753769
1542.8100000000002,-26.214071620441473
1542.8200000000002,-26.326663678779234
1542.8300000000002,-26.29369221867997
1542.8400000000001,-26.410284411646202
1542.8500000000001,-26.477591656483987
1542.8600000000001,-26.674201694117933
1542.8700000000001,-26.90263366323917
1542.88,-26.959786348949955
1542.89,-27.252430602726584
1542.9,-27.48218323318735
1542.91,-27.87351144619987
1542.92,-28.29301368790768
1542.93,-28.770426222190256
1542.94,-29.306655747314878
1542.95,-29.883598549022878
1542.96,-30.571631945955172
1542.97,-31.284220249377896
1542.98,-32.13882876771889
1542.99,-33.0918174817183
1543.,-34.04426183327465
1543.01,-34.8799369470074
1543.02,-35.544849781472806
1543.0300000000002,-35.343744751791746
1543.0400000000002,-34.82066939321064
1543.0500000000002,-33.55835440556753
1543.0600000000002,-31.9378803021742
1543.0700000000002,-30.48230975248049
1543.0800000000002,-29.20494206586829
1543.0900000000001,-28.041524038530042
1543.1000000000001,-27.096799832707354
1543.1100000000001,-26.19106711382342
1543.1200000000001,-25.37736113438703
1543.13,-24.802744817433595
1543.14,-24.225560391924986
1543.15,-23.826055091287543
1543.16,-23.630806207643936
1543.17,-23.41977040497958
1543.18,-23.42166273810401
1543.19,-23.534290143946286
1543.2,-23.69301479315045
1543.21,-24.07096274921321
1543.22,-24.45663124228134
1543.23,-24.891462519765675
1543.24,-25.326237975266743
1543.25,-25.900934907784603
1543.26,-26.49549308299499
1543.27,-27.08907429356817
1543.2800000000002,-27.831672632316206
1543.2900000000002,-28.67681891533902
1543.3000000000002,-29.515695460554472
1543.3100000000002,-30.299533120548233
1543.3200000000002,-31.266869340624943
1543.3300000000002,-32.26828725169317
1543.3400000000001,-33.151809558812
1543.3500000000001,-34.1868254863714
1543.3600000000001,-34.870524553842344
1543.3700000000001,-35.39827396222919
1543.38,-35.562191307325364
1543.39,-35.588358932218206
1543.4,-35.3104049766237
1543.41,-34.89752026483493
1543.42,-34.426808912721846
1543.43,-33.940785143675626
1543.44,-33.429460094545796
1543.45,-32.955087698710315
1543.46,-32.439992214260684
1543.47,-31.98959959539132
1543.48,-31.580025167248596
1543.49,-31.311036373203617
1543.5,-30.941010704145274
1543.51,-30.71935216275326
1543.52,-30.43188186087871
1543.5300000000002,-30.228857929997318
1543.5400000000002,-30.023442769081335
1543.5500000000002,-30.00612421747141
1543.5600000000002,-29.941035746948156
1543.5700000000002,-29.81602530545573
1543.5800000000002,-29.76573556678207
1543.5900000000001,-29.798133423224616
1543.6000000000001,-29.772135787669587
1543.6100000000001,-29.74553007642657
1543.6200000000001,-29.81381789074665
1543.63,-29.931517066758218
1543.64,-29.961183575227494
1543.65,-30.07943697820096
1543.66,-30.2557251434683
1543.67,-30.344794511434422
1543.68,-30.45146180663942
1543.69,-30.65687386555176
1543.7,-30.841731274381345
1543.71,-31.03996155636254
1543.72,-31.210751413467225
1543.73,-31.352919877368212
1543.74,-31.591739265595464
1543.75,-31.72301442280687
1543.76,-32.00633128923585
1543.77,-32.1997085187303
1543.7800000000002,-32.33316778600844
1543.7900000000002,-32.48596567622862
1543.8000000000002,-32.76039544852545
1543.8100000000002,-32.90672331527969
1543.8200000000002,-33.05125468425677
1543.8300000000002,-33.162513278546704
1543.8400000000001,-33.341953811583934
1543.8500000000001,-33.40626925462611
1543.8600000000001,-33.49914192994285
1543.8700000000001,-33.507719242980556
1543.88,-33.597211660884234
1543.89,-33.713328643218915
1543.9,-33.64173559360867
1543.91,-33.69137384696616
1543.92,-33.65679687686078
1543.93,-33.65167075614063
1543.94,-33.641973147601114
1543.95,-33.63022990490312
1543.96,-33.63053242734095
1543.97,-33.663678568100664
1543.98,-33.60558512871942
1543.99,-33.60893305517259
1544.,-33.59883432362202
1544.01,-33.638097806423396
1544.02,-33.60438200972081
1544.0300000000002,-33.57247087175022
1544.0400000000002,-33.60746765490991
1544.0500000000002,-33.64954261551365
1544.0600000000002,-33.639064057582004
1544.0700000000002,-33.625542303022314
1544.0800000000002,-33.723377261502804
1544.0900000000001,-33.835719016465866
1544.1000000000001,-33.83482410917801
1544.1100000000001,-33.82743555765113
1544.1200000000001,-33.87554392434145
1544.13,-33.958390300570656
1544.14,-34.04715696040586
1544.15,-34.05079194798327
1544.16,-34.11952920146557
1544.17,-34.161276577325886
1544.18,-34.28721352271915
1544.19,-34.302868558008896
1544.2,-34.30429591836793
1544.21,-34.45087795305385
1544.22,-34.54772237586434
1544.23,-34.46838412688574
1544.24,-34.56322744137733
1544.25,-34.520835265801495
1544.26,-34.5696519371843
1544.27,-34.60079668392125
1544.2800000000002,-34.585647723059914
1544.2900000000002,-34.68382017581683
1544.3000000000002,-34.6535016561692
1544.3100000000002,-34.65969137220782
1544.3200000000002,-34.68488470094357
1544.3300000000002,-34.645872146957124
1544.3400000000001,-34.867710281787936
1544.3500000000001,-34.76433219003198
1544.3600000000001,-34.83102879832647
1544.3700000000001,-34.92172230100771
1544.38,-34.826087750792325
1544.39,-34.847481797012506
1544.4,-34.82640517915151
1544.41,-34.928532453368064
1544.42,-34.960894224315055
1544.43,-35.01626915671214
1544.44,-35.08428568434854
1544.45,-35.14829064751036
1544.46,-35.244058722104654
1544.47,-35.20535748524323
1544.48,-35.31423020181538
1544.49,-35.416605315545226
1544.5,-35.48027161976867
1544.51,-35.599069456256686
1544.52,-35.82666624540194
1544.5300000000002,-35.83733439626263
1544.5400000000002,-36.02234716940299
1544.5500000000002,-36.03496012533827
1544.5600000000002,-36.11737977001876
1544.5700000000002,-36.20105300142274
1544.5800000000002,-36.35719292975226
1544.5900000000001,-36.52422010700133
1544.6000000000001,-36.62652995213156
1544.6100000000001,-36.724808557886014
1544.6200000000001,-36.91764462237631
1544.63,-36.877786872564606
1544.64,-37.06811753960793
1544.65,-37.19309467858838
1544.66,-37.273645496926584
1544.67,-37.26717514054938
1544.68,-37.3935722723703
1544.69,-37.378006530741864
1544.7,-37.36615654186877
1544.71,-37.433639784212225
1544.72,-37.4590045004944
1544.73,-37.543815372070505
1544.74,-37.45615148034576
1544.75,-37.513968766262906
1544.76,-37.543764330886205
1544.77,-37.62660347390017
1544.7800000000002,-37.44183254457702
1544.7900000000002,-37.63356444368468
1544.8000000000002,-37.57096089674124
1544.8100000000002,-37.49371298286894
1544.8200000000002,-37.41345283928582
1544.8300000000002,-37.47699619035966
1544.8400000000001,-37.51755029472589
1544.8500000000001,-37.39257008997603
1544.8600000000001,-37.2125793638313
1544.8700000000001,-37.363501640672744
1544.88,-37.2616102182304
1544.89,-37.31555190902584
1544.9,-37.450969334329216
1544.91,-37.334030852193166
1544.92,-37.49688910212127
1544.93,-37.45202925515842
1544.94,-37.642896970209826
1544.95,-37.67759769345153
1544.96,-37.77053202050495
1544.97,-37.711105621209086
1544.98,-37.782289928448066
1544.99,-37.96425596223496
1545.,-37.904516433076374
1545.01,-37.996307095623294
1545.02,-38.136864940093986
1545.0300000000002,-38.347237779007116
1545.0400000000002,-38.42281352901504
1545.0500000000002,-38.50520630539913
1545.0600000000002,-38.74511991441573
1545.0700000000002,-38.82117805406578
1545.0800000000002,-39.0135935602867
1545.0900000000001,-39.081518631076264
1545.1000000000001,-39.170358395659946
1545.1100000000001,-39.393147790030554
1545.1200000000001,-39.48454204850685
1545.13,-39.49029372341834
1545.14,-39.68844117641798
1545.15,-39.90754356090189
1545.16,-39.958752362448976
1545.17,-40.08370779960987
1545.18,-40.048078483969185
1545.19,-40.272437408726546
1545.2,-40.273273653805326
1545.21,-40.15044700968545
1545.22,-40.44972594956605
1545.23,-40.42965655624879
1545.24,-40.53959864305437
1545.25,-40.52220850972216
1545.26,-40.59420646658795
1545.27,-40.5581767881343
1545.2800000000002,-40.67952618702822
1545.2900000000002,-40.640623507184074
1545.3000000000002,-40.5805935278223
1545.3100000000002,-40.757751397574594
1545.3200000000002,-40.638723001176174
1545.3300000000002,-40.63622365172009
1545.3400000000001,-40.5535549027551
1545.3500000000001,-40.676223003141835
1545.3600000000001,-40.64528294580616
1545.3700000000001,-40.8026938804337
1545.38,-40.7542353473946
1545.39,-40.87742059029274
1545.4,-40.745422490694956
1545.41,-40.95438731284293
1545.42,-40.8963814947381
1545.43,-40.86799188116811
1545.44,-40.88216058267818
1545.45,-41.19987684111429
1545.46,-41.088343998437836
1545.47,-41.20599587005656
1545.48,-41.30674526123832
1545.49,-41.35649487607773
1545.5,-41.41864930299113
1545.51,-41.52827166892871
1545.52,-41.594801602147555
1545.5300000000002,-41.753141999431065
1545.5400000000002,-41.735428644367815
1545.5500000000002,-41.87979184615487
1545.5600000000002,-42.02717951695259
1545.5700000000002,-42.05659651701104
1545.5800000000002,-42.14827235656494
1545.5900000000001,-42.46327030975194
1545.6000000000001,-42.426261891786666
1545.6100000000001,-42.45327468430627
1545.6200000000001,-42.65894932919445
1545.63,-42.639983246757055
1545.64,-42.80691010539091
1545.65,-42.96779482715729
1545.66,-42.986396096874806
1545.67,-43.01544264800629
1545.68,-43.25179366862476
1545.69,-43.269723847349766
1545.7,-43.57959467148988
1545.71,-43.511675320797714
1545.72,-43.75710600955103
1545.73,-43.65744347979229
1545.74,-43.97672271324637
1545.75,-43.90686847538
1545.76,-44.03403217200893
1545.77,-44.08765479928344
1545.7800000000002,-44.435589611271304
1545.7900000000002,-44.1838877504287
1545.8000000000002,-44.19236400305523
1545.8100000000002,-44.03876164319406
1545.8200000000002,-44.211591100667576
1545.8300000000002,-44.28556046465304
1545.8400000000001,-44.22911327506043
1545.8500000000001,-44.315412513318286
1545.8600000000001,-44.289423716078915
1545.8700000000001,-44.55189388853487
1545.88,-44.57002028784058
1545.89,-44.48702645335679
1545.9,-44.64305587961402
1545.91,-44.75584280763676
1545.92,-44.94344819035766
1545.93,-45.197507034767284
1545.94,-45.07202365425467
1545.95,-45.27789588204999
1545.96,-44.953711876923954
1545.97,-45.3376312802742
1545.98,-45.26612459657415
1545.99,-45.326412654207104
1546.,-45.66648421601215
1546.01,-45.667752886809794
1546.02,-45.78631953556134
1546.0300000000002,-45.792582060429524
1546.0400000000002,-45.98115874228485
1546.0500000000002,-45.99468741851459
1546.0600000000002,-46.08097371579053
1546.0700000000002,-46.09633721591387
1546.0800000000002,-46.54055322223436
1546.0900000000001,-46.26443810275276
1546.1000000000001,-46.30323981268557
1546.1100000000001,-46.71091846352158
1546.1200000000001,-45.91205733269773
1546.13,-46.66410950456402
1546.14,-46.681144142214855
1546.15,-46.65564741601223
1546.1600000001001,-46.86448548426074
1546.1700000001001,-47.017952516135786
1546.18,-46.8915825675458
1546.1900000001,-46.9062962454647
1546.2000000001,-47.3387958998572
1546.2100000001,-47.11753840737978
1546.2200000001,-46.98554861131604
1546.2300000001,-47.30758902234241
1546.2400000001,-47.40466499611248
1546.2500000001,-47.731518540077886
1546.2600000001,-47.73248369947631
1546.2700000001,-47.413101807288314
1546.2800000001,-47.87215632503457
1546.2900000001,-47.99196571046907
1546.3000000001,-48.08610927440106
1546.3100000001,-48.05575982436913
1546.3200000001,-47.757163655821145
1546.3300000001002,-48.321089462345206
1546.3400000001002,-48.40276899026679
1546.3500000001002,-48.22540762321768
1546.3600000001002,-48.574055433207306
1546.3700000001002,-48.32788050624561
1546.3800000001002,-48.84888373098259
1546.3900000001001,-49.28337048954084
1546.4000000001001,-48.975176096199974
1546.4100000001001,-49.06417932474994
1546.4200000001001,-49.28777534511361
1546.4300000001,-49.90668430227214
1546.4400000001,-49.58033770890025
1546.4500000001,-49.71478374919393
1546.4600000001,-50.27731114600583
1546.4700000001,-49.77287081644951
1546.4800000001,-49.970596843885275
1546.4900000001,-50.57416267053489
1546.5000000001,-50.3069492532249
1546.5100000001,-50.38987167437292
1546.5200000001,-50.566721331005354
1546.5300000001,-50.59615632471377
1546.5400000001,-50.459498726271136
1546.5500000001,-50.48793500727133
1546.5600000001,-51.10082216281282
1546.5700000001,-50.92051157348685
1546.5800000001002,-50.89797167599356
1546.5900000001002,-50.94363762456808
1546.6000000001002,-51.136683369462176
1546.6100000001002,-51.8113660807954
1546.6200000001002,-51.62948515701928
1546.6300000001002,-52.07181081834423
1546.6400000001001,-51.676625148264435
1546.6500000001001,-51.216785471866295
1546.6600000001001,-51.66830833390878
1546.6700000001001,-52.074007955497336
1546.6800000001,-52.48241090257071
1546.6900000001,-52.604945741851836
1546.7000000001,-52.119337710142204
1546.7100000001,-52.179347284861414
1546.7200000001,-52.85955270423258
1546.7300000001,-52.687212795613036
1546.7400000001,-52.79234705986533
1546.7500000001,-52.330548279225944
1546.7600000001,-52.7558475463207
1546.7700000001,-52.25601095175952
1546.7800000001,-53.30690155130955
1546.7900000001,-52.36496089729005
1546.8000000001,-52.93260431855879
1546.8100000001,-53.04586780872476
1546.8200000001,-53.08368396540098
1546.8300000001002,-53.374484441620105
1546.8400000001002,-53.71304966437114
1546.8500000001002,-54.02419221457264
1546.8600000001002,-54.117418384326456
1546.8700000001002,-54.11752575728101
1546.8800000001002,-54.149543689554235
1546.8900000001001,-53.954185447348465
1546.9000000001001,-54.007358442717965
1546.9100000001001,-54.741442793218354
1546.9200000001001,-54.713943078673296
1546.9300000001,-54.659538576796464
1546.9400000001,-55.30202387596309
1546.9500000001,-55.631547341199095
1546.9600000001,-55.824322275361034
1546.9700000001,-55.360874148852844
1546.9800000001,-55.66353830538051
1546.9900000001,-56.05741137656206
1547.0000000001,-56.05730664130484
1547.0100000001,-55.358975378988504
1547.0200000001,-55.78812905504091
1547.0300000001,-56.49296073230576
1547.0400000001,-57.46233183708298
1547.0500000001,-56.7492059577709
1547.0600000001,-57.11019370780508
1547.0700000001,-56.61711195621912
1547.0800000001002,-56.61954551614228
1547.0900000001002,-57.400425961894626
1547.1000000001002,-56.461180067451195
1547.1100000001002,-57.568162720524384
1547.1200000001002,-58.37910785814383
1547.1300000001002,-58.40304650506824
1547.1400000001001,-57.765436762750696
1547.1500000001001,-59.39076293871029
1547.1600000001001,-58.37724881142347
1547.1700000001001,-57.84236678412881
1547.1800000001,-58.645645438645275
1547.1900000001,-57.82076781398982
