"Delta Herald Wavelength / pm","Delta Signal Wavelength / pm","Counts"
-750.,-165.,0
-750.,-150.,0
-750.,-135.,0
-750.,-120.,0
-750.,-105.,0
-750.,-90.,0
-750.,-75.,0
-750.,-60.,0
-750.,-45.,0
-750.,-30.,0
-750.,-15.,0
-750.,0,0
-750.,15.,0
-750.,30.,0
-750.,45.,0
-750.,60.,0
-750.,75.,0
-750.,90.,0
-750.,105.,0
-750.,120.,0
-750.,135.,0
-750.,150.,0
-750.,165.,0
-750.,180.,1.
-750.,195.,0
-750.,210.,0
-750.,225.,0
-750.,240.,0
-750.,255.,1.
-750.,270.,0
-750.,285.,0
-750.,300.,0
-750.,315.,0
-750.,330.,0
-750.,345.,0
-750.,360.,0
-750.,375.,0
-750.,390.,0
-750.,405.,0
-750.,420.,0
-750.,435.,0
-750.,450.,0
-750.,465.,0
-750.,480.,1.
-750.,495.,0
-750.,510.,0
-750.,525.,0
-750.,540.,0
-750.,555.,1.
-750.,570.,0
-750.,585.,1.
-750.,600.,0
-750.,615.,0
-750.,630.,0
-750.,645.,0
-750.,660.,0
-750.,675.,0
-750.,690.,0
-750.,705.,0
-750.,720.,0
-750.,735.,0
-750.,750.,0
-750.,765.,0
-750.,780.,0
-750.,795.,0
-750.,810.,0
-750.,825.,0
-735.,-825.,0
-735.,-810.,0
-735.,-795.,0
-735.,-780.,0
-735.,-765.,0
-735.,-750.,0
-735.,-735.,0
-735.,-720.,0
-735.,-705.,0
-735.,-690.,0
-735.,-675.,0
-735.,-660.,0
-735.,-645.,0
-735.,-630.,0
-735.,-615.,0
-735.,-600.,0
-735.,-585.,0
-735.,-570.,0
-735.,-555.,0
-735.,-540.,0
-735.,-525.,0
-735.,-510.,0
-735.,-495.,0
-735.,-480.,0
-735.,-465.,0
-735.,-450.,0
-735.,-435.,0
-735.,-420.,0
-735.,-405.,0
-735.,-390.,0
-735.,-375.,0
-735.,-360.,0
-735.,-345.,0
-735.,-330.,0
-735.,-315.,0
-735.,-300.,0
-735.,-285.,0
-735.,-270.,0
-735.,-255.,0
-735.,-240.,0
-735.,-225.,0
-735.,-210.,0
-735.,-195.,0
-735.,-180.,0
-735.,-165.,0
-735.,-150.,0
-735.,-135.,0
-735.,-120.,0
-735.,-105.,0
-735.,-90.,0
-735.,-75.,0
-735.,-60.,0
-735.,-45.,0
-735.,-30.,0
-735.,-15.,0
-735.,0,0
-735.,15.,0
-735.,30.,0
-735.,45.,1.
-735.,60.,0
-735.,75.,1.
-735.,90.,1.
-735.,105.,0
-735.,120.,0
-735.,135.,0
-735.,150.,0
-735.,165.,1.
-735.,180.,0
-735.,195.,0
-735.,210.,0
-735.,225.,0
-735.,240.,0
-735.,255.,0
-735.,270.,0
-735.,285.,0
-735.,300.,0
-735.,315.,1.
-735.,330.,0
-735.,345.,0
-735.,360.,0
-735.,375.,0
-735.,390.,0
-735.,405.,1.
-735.,420.,0
-735.,435.,1.
-735.,450.,0
-735.,465.,0
-735.,480.,1.
-735.,495.,0
-735.,510.,0
-735.,525.,0
-735.,540.,0
-735.,555.,2.
-735.,570.,1.
-735.,585.,0
-735.,600.,0
-735.,615.,0
-735.,630.,0
-735.,645.,0
-735.,660.,0
-735.,675.,0
-735.,690.,0
-735.,705.,0
-735.,720.,0
-735.,735.,0
-735.,750.,0
-735.,765.,0
-735.,780.,0
-735.,795.,0
-735.,810.,0
-735.,825.,0
-720.,-825.,0
-720.,-810.,0
-720.,-795.,0
-720.,-780.,0
-720.,-765.,0
-720.,-750.,0
-720.,-735.,0
-720.,-720.,0
-720.,-705.,0
-720.,-690.,0
-720.,-675.,0
-720.,-660.,0
-720.,-645.,0
-720.,-630.,0
-720.,-615.,0
-720.,-600.,0
-720.,-585.,0
-720.,-570.,0
-720.,-555.,0
-720.,-540.,0
-720.,-525.,0
-720.,-510.,0
-720.,-495.,0
-720.,-480.,0
-720.,-465.,0
-720.,-450.,0
-720.,-435.,0
-720.,-420.,0
-720.,-405.,0
-720.,-390.,0
-720.,-375.,0
-720.,-360.,0
-720.,-345.,0
-720.,-330.,0
-720.,-315.,0
-720.,-300.,0
-720.,-285.,0
-720.,-270.,0
-720.,-255.,0
-720.,-240.,0
-720.,-225.,0
-720.,-210.,0
-720.,-195.,0
-720.,-180.,0
-720.,-165.,0
-720.,-150.,0
-720.,-135.,0
-720.,-120.,1.
-720.,-105.,0
-720.,-90.,0
-720.,-75.,1.
-720.,-60.,0
-720.,-45.,0
-720.,-30.,0
-720.,-15.,0
-720.,0,0
-720.,15.,0
-720.,30.,1.
-720.,45.,0
-720.,60.,0
-720.,75.,0
-720.,90.,0
-720.,105.,0
-720.,120.,1.
-720.,135.,3.
-720.,150.,0
-720.,165.,0
-720.,180.,0
-720.,195.,0
-720.,210.,1.
-720.,225.,0
-720.,240.,0
-720.,255.,0
-720.,270.,0
-720.,285.,0
-720.,300.,0
-720.,315.,0
-720.,330.,0
-720.,345.,0
-720.,360.,0
-720.,375.,0
-720.,390.,0
-720.,405.,0
-720.,420.,0
-720.,435.,0
-720.,450.,0
-720.,465.,1.
-720.,480.,0
-720.,495.,0
-720.,510.,0
-720.,525.,0
-720.,540.,1.
-720.,555.,1.
-720.,570.,0
-720.,585.,0
-720.,600.,1.
-720.,615.,2.
-720.,630.,0
-720.,645.,0
-720.,660.,0
-720.,675.,0
-720.,690.,0
-720.,705.,0
-720.,720.,0
-720.,735.,0
-720.,750.,0
-720.,765.,0
-720.,780.,0
-720.,795.,0
-720.,810.,0
-720.,825.,0
-705.,-825.,0
-705.,-810.,0
-705.,-795.,0
-705.,-780.,0
-705.,-765.,0
-705.,-750.,0
-705.,-735.,0
-705.,-720.,0
-705.,-705.,0
-705.,-690.,0
-705.,-675.,0
-705.,-660.,0
-705.,-645.,0
-705.,-630.,0
-705.,-615.,0
-705.,-600.,0
-705.,-585.,0
-705.,-570.,0
-705.,-555.,0
-705.,-540.,0
-705.,-525.,0
-705.,-510.,0
-705.,-495.,0
-705.,-480.,0
-705.,-465.,0
-705.,-450.,0
-705.,-435.,0
-705.,-420.,0
-705.,-405.,0
-705.,-390.,0
-705.,-375.,0
-705.,-360.,0
-705.,-345.,0
-705.,-330.,0
-705.,-315.,0
-705.,-300.,0
-705.,-285.,1.
-705.,-270.,0
-705.,-255.,1.
-705.,-240.,1.
-705.,-225.,0
-705.,-210.,0
-705.,-195.,0
-705.,-180.,0
-705.,-165.,0
-705.,-150.,1.
-705.,-135.,0
-705.,-120.,0
-705.,-105.,0
-705.,-90.,0
-705.,-75.,0
-705.,-60.,0
-705.,-45.,0
-705.,-30.,0
-705.,-15.,0
-705.,0,0
-705.,15.,0
-705.,30.,0
-705.,45.,0
-705.,60.,1.
-705.,75.,0
-705.,90.,0
-705.,105.,1.
-705.,120.,0
-705.,135.,0
-705.,150.,0
-705.,165.,0
-705.,180.,0
-705.,195.,0
-705.,210.,0
-705.,225.,0
-705.,240.,0
-705.,255.,0
-705.,270.,0
-705.,285.,0
-705.,300.,0
-705.,315.,0
-705.,330.,1.
-705.,345.,1.
-705.,360.,0
-705.,375.,0
-705.,390.,0
-705.,405.,0
-705.,420.,0
-705.,435.,0
-705.,450.,0
-705.,465.,0
-705.,480.,1.
-705.,495.,1.
-705.,510.,0
-705.,525.,0
-705.,540.,1.
-705.,555.,3.
-705.,570.,2.
-705.,585.,0
-705.,600.,1.
-705.,615.,2.
-705.,630.,1.
-705.,645.,0
-705.,660.,0
-705.,675.,0
-705.,690.,0
-705.,705.,0
-705.,720.,0
-705.,735.,0
-705.,750.,0
-705.,765.,0
-705.,780.,0
-705.,795.,0
-705.,810.,0
-705.,825.,0
-690.,-825.,0
-690.,-810.,0
-690.,-795.,0
-690.,-780.,0
-690.,-765.,0
-690.,-750.,0
-690.,-735.,0
-690.,-720.,0
-690.,-705.,0
-690.,-690.,0
-690.,-675.,0
-690.,-660.,0
-690.,-645.,0
-690.,-630.,0
-690.,-615.,0
-690.,-600.,0
-690.,-585.,0
-690.,-570.,0
-690.,-555.,0
-690.,-540.,0
-690.,-525.,0
-690.,-510.,0
-690.,-495.,0
-690.,-480.,0
-690.,-465.,0
-690.,-450.,0
-690.,-435.,0
-690.,-420.,0
-690.,-405.,0
-690.,-390.,0
-690.,-375.,0
-690.,-360.,0
-690.,-345.,1.
-690.,-330.,0
-690.,-315.,0
-690.,-300.,0
-690.,-285.,0
-690.,-270.,0
-690.,-255.,0
-690.,-240.,0
-690.,-225.,0
-690.,-210.,0
-690.,-195.,0
-690.,-180.,0
-690.,-165.,0
-690.,-150.,0
-690.,-135.,1.
-690.,-120.,0
-690.,-105.,1.
-690.,-90.,0
-690.,-75.,1.
-690.,-60.,0
-690.,-45.,0
-690.,-30.,0
-690.,-15.,1.
-690.,0,0
-690.,15.,0
-690.,30.,1.
-690.,45.,0
-690.,60.,0
-690.,75.,1.
-690.,90.,1.
-690.,105.,1.
-690.,120.,0
-690.,135.,0
-690.,150.,1.
-690.,165.,1.
-690.,180.,0
-690.,195.,0
-690.,210.,0
-690.,225.,1.
-690.,240.,0
-690.,255.,0
-690.,270.,0
-690.,285.,0
-690.,300.,1.
-690.,315.,0
-690.,330.,0
-690.,345.,0
-690.,360.,0
-690.,375.,0
-690.,390.,0
-690.,405.,2.
-690.,420.,0
-690.,435.,1.
-690.,450.,1.
-690.,465.,0
-690.,480.,0
-690.,495.,1.
-690.,510.,1.
-690.,525.,5.
-690.,540.,0
-690.,555.,2.
-690.,570.,4.
-690.,585.,0
-690.,600.,1.
-690.,615.,3.
-690.,630.,1.
-690.,645.,0
-690.,660.,0
-690.,675.,0
-690.,690.,0
-690.,705.,0
-690.,720.,0
-690.,735.,0
-690.,750.,0
-690.,765.,0
-690.,780.,0
-690.,795.,0
-690.,810.,0
-690.,825.,0
-675.,-825.,0
-675.,-810.,0
-675.,-795.,0
-675.,-780.,0
-675.,-765.,0
-675.,-750.,0
-675.,-735.,0
-675.,-720.,0
-675.,-705.,0
-675.,-690.,0
-675.,-675.,0
-675.,-660.,0
-675.,-645.,0
-675.,-630.,0
-675.,-615.,0
-675.,-600.,0
-675.,-585.,0
-675.,-570.,0
-675.,-555.,0
-675.,-540.,0
-675.,-525.,0
-675.,-510.,0
-675.,-495.,0
-675.,-480.,0
-675.,-465.,0
-675.,-450.,0
-675.,-435.,0
-675.,-420.,0
-675.,-405.,0
-675.,-390.,0
-675.,-375.,0
-675.,-360.,0
-675.,-345.,0
-675.,-330.,0
-675.,-315.,0
-675.,-300.,1.
-675.,-285.,0
-675.,-270.,0
-675.,-255.,1.
-675.,-240.,0
-675.,-225.,0
-675.,-210.,0
-675.,-195.,0
-675.,-180.,0
-675.,-165.,1.
-675.,-150.,0
-675.,-135.,1.
-675.,-120.,0
-675.,-105.,2.
-675.,-90.,0
-675.,-75.,1.
-675.,-60.,0
-675.,-45.,0
-675.,-30.,2.
-675.,-15.,0
-675.,0,0
-675.,15.,0
-675.,30.,2.
-675.,45.,0
-675.,60.,0
-675.,75.,0
-675.,90.,0
-675.,105.,0
-675.,120.,0
-675.,135.,1.
-675.,150.,0
-675.,165.,0
-675.,180.,1.
-675.,195.,0
-675.,210.,0
-675.,225.,0
-675.,240.,0
-675.,255.,0
-675.,270.,0
-675.,285.,0
-675.,300.,0
-675.,315.,0
-675.,330.,0
-675.,345.,0
-675.,360.,1.
-675.,375.,0
-675.,390.,0
-675.,405.,0
-675.,420.,0
-675.,435.,1.
-675.,450.,0
-675.,465.,1.
-675.,480.,2.
-675.,495.,0
-675.,510.,3.
-675.,525.,2.
-675.,540.,1.
-675.,555.,2.
-675.,570.,4.
-675.,585.,2.
-675.,600.,2.
-675.,615.,0
-675.,630.,0
-675.,645.,0
-675.,660.,0
-675.,675.,0
-675.,690.,0
-675.,705.,0
-675.,720.,0
-675.,735.,1.
-675.,750.,0
-675.,765.,0
-675.,780.,0
-675.,795.,0
-675.,810.,0
-675.,825.,0
-660.,-825.,0
-660.,-810.,0
-660.,-795.,0
-660.,-780.,0
-660.,-765.,0
-660.,-750.,0
-660.,-735.,0
-660.,-720.,0
-660.,-705.,0
-660.,-690.,0
-660.,-675.,0
-660.,-660.,0
-660.,-645.,0
-660.,-630.,0
-660.,-615.,0
-660.,-600.,0
-660.,-585.,0
-660.,-570.,0
-660.,-555.,0
-660.,-540.,0
-660.,-525.,0
-660.,-510.,0
-660.,-495.,0
-660.,-480.,0
-660.,-465.,0
-660.,-450.,0
-660.,-435.,0
-660.,-420.,0
-660.,-405.,0
-660.,-390.,0
-660.,-375.,0
-660.,-360.,0
-660.,-345.,0
-660.,-330.,0
-660.,-315.,0
-660.,-300.,0
-660.,-285.,1.
-660.,-270.,1.
-660.,-255.,0
-660.,-240.,1.
-660.,-225.,0
-660.,-210.,0
-660.,-195.,0
-660.,-180.,0
-660.,-165.,0
-660.,-150.,1.
-660.,-135.,0
-660.,-120.,3.
-660.,-105.,0
-660.,-90.,0
-660.,-75.,0
-660.,-60.,1.
-660.,-45.,0
-660.,-30.,1.
-660.,-15.,0
-660.,0,0
-660.,15.,1.
-660.,30.,0
-660.,45.,3.
-660.,60.,0
-660.,75.,1.
-660.,90.,0
-660.,105.,3.
-660.,120.,0
-660.,135.,1.
-660.,150.,1.
-660.,165.,1.
-660.,180.,1.
-660.,195.,0
-660.,210.,1.
-660.,225.,1.
-660.,240.,0
-660.,255.,0
-660.,270.,0
-660.,285.,0
-660.,300.,0
-660.,315.,0
-660.,330.,0
-660.,345.,0
-660.,360.,1.
-660.,375.,0
-660.,390.,1.
-660.,405.,0
-660.,420.,1.
-660.,435.,2.
-660.,450.,3.
-660.,465.,2.
-660.,480.,1.
-660.,495.,2.
-660.,510.,1.
-660.,525.,2.
-660.,540.,1.
-660.,555.,0
-660.,570.,2.
-660.,585.,0
-660.,600.,1.
-660.,615.,1.
-660.,630.,0
-660.,645.,0
-660.,660.,0
-660.,675.,0
-660.,690.,0
-660.,705.,0
-660.,720.,0
-660.,735.,0
-660.,750.,0
-660.,765.,0
-660.,780.,0
-660.,795.,0
-660.,810.,0
-660.,825.,0
-645.,-825.,0
-645.,-810.,0
-645.,-795.,0
-645.,-780.,0
-645.,-765.,0
-645.,-750.,0
-645.,-735.,0
-645.,-720.,0
-645.,-705.,0
-645.,-690.,0
-645.,-675.,0
-645.,-660.,0
-645.,-645.,0
-645.,-630.,0
-645.,-615.,0
-645.,-600.,0
-645.,-585.,0
-645.,-570.,0
-645.,-555.,0
-645.,-540.,0
-645.,-525.,0
-645.,-510.,0
-645.,-495.,0
-645.,-480.,0
-645.,-465.,0
-645.,-450.,0
-645.,-435.,0
-645.,-420.,0
-645.,-405.,0
-645.,-390.,0
-645.,-375.,0
-645.,-360.,1.
-645.,-345.,0
-645.,-330.,0
-645.,-315.,0
-645.,-300.,0
-645.,-285.,1.
-645.,-270.,0
-645.,-255.,0
-645.,-240.,2.
-645.,-225.,0
-645.,-210.,0
-645.,-195.,1.
-645.,-180.,0
-645.,-165.,1.
-645.,-150.,0
-645.,-135.,1.
-645.,-120.,1.
-645.,-105.,0
-645.,-90.,1.
-645.,-75.,0
-645.,-60.,1.
-645.,-45.,1.
-645.,-30.,1.
-645.,-15.,0
-645.,0,0
-645.,15.,0
-645.,30.,1.
-645.,45.,4.
-645.,60.,1.
-645.,75.,1.
-645.,90.,1.
-645.,105.,1.
-645.,120.,0
-645.,135.,2.
-645.,150.,2.
-645.,165.,2.
-645.,180.,0
-645.,195.,1.
-645.,210.,1.
-645.,225.,0
-645.,240.,0
-645.,255.,0
-645.,270.,0
-645.,285.,0
-645.,300.,0
-645.,315.,0
-645.,330.,0
-645.,345.,0
-645.,360.,0
-645.,375.,2.
-645.,390.,0
-645.,405.,3.
-645.,420.,1.
-645.,435.,0
-645.,450.,1.
-645.,465.,1.
-645.,480.,3.
-645.,495.,2.
-645.,510.,1.
-645.,525.,4.
-645.,540.,5.
-645.,555.,2.
-645.,570.,2.
-645.,585.,2.
-645.,600.,2.
-645.,615.,1.
-645.,630.,0
-645.,645.,0
-645.,660.,0
-645.,675.,0
-645.,690.,0
-645.,705.,0
-645.,720.,0
-645.,735.,0
-645.,750.,0
-645.,765.,0
-645.,780.,0
-645.,795.,0
-645.,810.,0
-645.,825.,0
-630.,-825.,0
-630.,-810.,0
-630.,-795.,0
